,Unnamed: 0,강원도,가평군,가경동,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16
2888,,,,평창읍,,,,,,,,,,,,,
2889,,,,평촌동,,,,,,,,,,,,,
2890,,,,평해읍,,,,,,,,,,,,,
2891,,,,평화1동,,,,,,,,,,,,,
2892,,,,평화2동,,,,,,,,,,,,,
2893,,,,평화남산동,,,,,,,,,,,,,
2894,,,,평화동,,,,,,,,,,,,,
2895,,,,포곡읍,,,,,,,,,,,,,
2896,,,,포남1동,,,,,,,,,,,,,
2897,,,,포남2동,,,,,,,,,,,,,
2898,,,,포두면,,,,,,,,,,,,,
2899,,,,포승읍,,,,,,,,,,,,,
2900,,,,포천동,,,,,,,,,,,,,
2901,,,,표선면,,,,,,,,,,,,,
2902,,,,풍각면,,,,,,,,,,,,,
2903,,,,풍기읍,,,,,,,,,,,,,
2904,,,,풍남동,,,,,,,,,,,,,
2905,,,,풍납1동,,,,,,,,,,,,,
2906,,,,풍납2동,,,,,,,,,,,,,
2907,,,,풍덕동,,,,,,,,,,,,,
2908,,,,풍덕천1동,,,,,,,,,,,,,
2909,,,,풍덕천2동,,,,,,,,,,,,,
2910,,,,풍무동,,,,,,,,,,,,,
2911,,,,풍산동,,,,,,,,,,,,,
2912,,,,풍산면,,,,,,,,,,,,,
2913,,,,풍산읍,,,,,,,,,,,,,
2914,,,,풍세면,,,,,,,,,,,,,
2915,,,,풍암동,,,,,,,,,,,,,
2916,,,,풍양면,,,,,,,,,,,,,
2917,,,,풍천면,,,,,,,,,,,,,
2918,,,,풍향동,,,,,,,,,,,,,
2919,,,,풍호동,,,,,,,,,,,,,
2920,,,,필동,,,,,,,,,,,,,
2921,,,,하계1동,,,,,,,,,,,,,
2922,,,,하계2동,,,,,,,,,,,,,
2923,,,,하남동,,,,,,,,,,,,,
2924,,,,하남면,,,,,,,,,,,,,
2925,,,,하남읍,,,,,,,,,,,,,
2926,,,,하단제1동,,,,,,,,,,,,,
2927,,,,하단제2동,,,,,,,,,,,,,
2928,,,,하당동,,,,,,,,,,,,,
2929,,,,하대동,,,,,,,,,,,,,
2930,,,,하대원동,,,,,,,,,,,,,
2931,,,,하동읍,,,,,,,,,,,,,
2932,,,,하망동,,,,,,,,,,,,,
2933,,,,하북면,,,,,,,,,,,,,
2934,,,,하빈면,,,,,,,,,,,,,
2935,,,,하서면,,,,,,,,,,,,,
2936,,,,하성면,,,,,,,,,,,,,
2937,,,,하안1동,,,,,,,,,,,,,
2938,,,,하안2동,,,,,,,,,,,,,
2939,,,,하안3동,,,,,,,,,,,,,
2940,,,,하안4동,,,,,,,,,,,,,
2941,,,,하양읍,,,,,,,,,,,,,
2942,,,,하의면,,,,,,,,,,,,,
2943,,,,하이면,,,,,,,,,,,,,
2944,,,,하일면,,,,,,,,,,,,,
2945,,,,하장면,,,,,,,,,,,,,
2946,,,,하점면,,,,,,,,,,,,,
2947,,,,하청면,,,,,,,,,,,,,
2948,,,,학교면,,,,,,,,,,,,,
2949,,,,학동,,,,,,,,,,,,,
2950,,,,학산면,,,,,,,,,,,,,
2951,,,,학성동,,,,,,,,,,,,,
2952,,,,학온동,,,,,,,,,,,,,
2953,,,,학운동,,,,,,,,,,,,,
2954,,,,학익1동,,,,,,,,,,,,,
2955,,,,학익2동,,,,,,,,,,,,,
2956,,,,학장동,,,,,,,,,,,,,
2957,,,,한강로동,,,,,,,,,,,,,
2958,,,,한경면,,,,,,,,,,,,,
2959,,,,한남동,,,,,,,,,,,,,
2960,,,,한려동,,,,,,,,,,,,,
2961,,,,한림면,,,,,,,,,,,,,
2962,,,,한림읍,,,,,,,,,,,,,
2963,,,,한반도면,,,,,,,,,,,,,
2964,,,,한산면,,,,,,,,,,,,,
2965,,,,한솔동,,,,,,,,,,,,,
2966,,,,한수면,,,,,,,,,,,,,
2967,,,,한천면,,,,,,,,,,,,,
2968,,,,함라면,,,,,,,,,,,,,
2969,,,,함안면,,,,,,,,,,,,,
2970,,,,함양읍,,,,,,,,,,,,,
2971,,,,함열읍,,,,,,,,,,,,,
2972,,,,함창읍,,,,,,,,,,,,,
2973,,,,함평읍,,,,,,,,,,,,,
2974,,,,합덕읍,,,,,,,,,,,,,
2975,,,,합성1동,,,,,,,,,,,,,
2976,,,,합성2동,,,,,,,,,,,,,
2977,,,,합정동,,,,,,,,,,,,,
2978,,,,합천읍,,,,,,,,,,,,,
2979,,,,합포동,,,,,,,,,,,,,
2980,,,,항동,,,,,,,,,,,,,
2981,,,,해남읍,,,,,,,,,,,,,
2982,,,,해도동,,,,,,,,,,,,,
2983,,,,해룡면,,,,,,,,,,,,,
2984,,,,해리면,,,,,,,,,,,,,
2985,,,,해미면,,,,,,,,,,,,,
2986,,,,해보면,,,,,,,,,,,,,
2987,,,,해신동,,,,,,,,,,,,,
2988,,,,해안동,,,,,,,,,,,,,
2989,,,,해안면,,,,,,,,,,,,,
2990,,,,해양동,,,,,,,,,,,,,
2991,,,,해제면,,,,,,,,,,,,,
2992,,,,해평면,,,,,,,,,,,,,
2993,,,,행구동,,,,,,,,,,,,,
2994,,,,행궁동,,,,,,,,,,,,,
2995,,,,행당제1동,,,,,,,,,,,,,
2996,,,,행당제2동,,,,,,,,,,,,,
2997,,,,행신1동,,,,,,,,,,,,,
2998,,,,행신2동,,,,,,,,,,,,,
2999,,,,행신3동,,,,,,,,,,,,,
3000,,,,행안면,,,,,,,,,,,,,
3001,,,,행운동,,,,,,,,,,,,,
3002,,,,행주동,,,,,,,,,,,,,
3003,,,,향교동,,,,,,,,,,,,,
3004,,,,향남읍,,,,,,,,,,,,,
3005,,,,향동,,,,,,,,,,,,,
3006,,,,향촌동,,,,,,,,,,,,,
3007,,,,혁신동,,,,,,,,,,,,,
3008,,,,현경면,,,,,,,,,,,,,
3009,,,,현곡면,,,,,,,,,,,,,
3010,,,,현남면,,,,,,,,,,,,,
3011,,,,현내면,,,,,,,,,,,,,
3012,,,,현덕면,,,,,,,,,,,,,
3013,,,,현도면,,,,,,,,,,,,,
3014,,,,현동,,,,,,,,,,,,,
3015,,,,현동면,,,,,,,,,,,,,
3016,,,,현북면,,,,,,,,,,,,,
3017,,,,현산면,,,,,,,,,,,,,
3018,,,,현서면,,,,,,,,,,,,,
3019,,,,현풍읍,,,,,,,,,,,,,
3020,,,,형곡1동,,,,,,,,,,,,,
3021,,,,형곡2동,,,,,,,,,,,,,
3022,,,,혜화동,,,,,,,,,,,,,
3023,,,,호계1동,,,,,,,,,,,,,
3024,,,,호계2동,,,,,,,,,,,,,
3025,,,,호계3동,,,,,,,,,,,,,
3026,,,,호계면,,,,,,,,,,,,,
3027,,,,호매실동,,,,,,,,,,,,,
3028,,,,호명면,,,,,,,,,,,,,
3029,,,,호미곶면,,,,,,,,,,,,,
3030,,,,호법면,,,,,,,,,,,,,
3031,,,,호성동,,,,,,,,,,,,,
3032,,,,호수동,,,,,,,,,,,,,
3033,,,,호암.직동,,,,,,,,,,,,,
3034,,,,호원1동,,,,,,,,,,,,,
3035,,,,호원2동,,,,,,,,,,,,,
3036,,,,호저면,,,,,,,,,,,,,
3037,,,,호평동,,,,,,,,,,,,,
3038,,,,홍농읍,,,,,,,,,,,,,
3039,,,,홍도동,,,,,,,,,,,,,
3040,,,,홍동면,,,,,,,,,,,,,
3041,,,,홍북읍,,,,,,,,,,,,,
3042,,,,홍산면,,,,,,,,,,,,,
3043,,,,홍성읍,,,,,,,,,,,,,
3044,,,,홍은제1동,,,,,,,,,,,,,
3045,,,,홍은제2동,,,,,,,,,,,,,
3046,,,,홍제동,,,,,,,,,,,,,
3047,,,,홍제제1동,,,,,,,,,,,,,
3048,,,,홍제제2동,,,,,,,,,,,,,
3049,,,,홍제제3동,,,,,,,,,,,,,
3050,,,,홍천읍,,,,,,,,,,,,,
3051,,,,화개면,,,,,,,,,,,,,
3052,,,,화곡본동,,,,,,,,,,,,,
3053,,,,화곡제1동,,,,,,,,,,,,,
3054,,,,화곡제2동,,,,,,,,,,,,,
3055,,,,화곡제3동,,,,,,,,,,,,,
3056,,,,화곡제4동,,,,,,,,,,,,,
3057,,,,화곡제6동,,,,,,,,,,,,,
3058,,,,화곡제8동,,,,,,,,,,,,,
3059,,,,화남면,,,,,,,,,,,,,
3060,,,,화도면,,,,,,,,,,,,,
3061,,,,화도읍,,,,,,,,,,,,,
3062,,,,화동면,,,,,,,,,,,,,
3063,,,,화명제1동,,,,,,,,,,,,,
3064,,,,화명제2동,,,,,,,,,,,,,
3065,,,,화명제3동,,,,,,,,,,,,,
3066,,,,화북동,,,,,,,,,,,,,
3067,,,,화북면,,,,,,,,,,,,,
3068,,,,화산동,,,,,,,,,,,,,
3069,,,,화산면,,,,,,,,,,,,,
3070,,,,화서1동,,,,,,,,,,,,,
3071,,,,화서2동,,,,,,,,,,,,,
3072,,,,화서면,,,,,,,,,,,,,
3073,,,,화성면,,,,,,,,,,,,,
3074,,,,화수1.화평동,,,,,,,,,,,,,
3075,,,,화수2동,,,,,,,,,,,,,
3076,,,,화순읍,,,,,,,,,,,,,
3077,,,,화암면,,,,,,,,,,,,,
3078,,,,화양동,,,,,,,,,,,,,
3079,,,,화양면,,,,,,,,,,,,,
3080,,,,화양읍,,,,,,,,,,,,,
3081,,,,화원면,,,,,,,,,,,,,
3082,,,,화원읍,,,,,,,,,,,,,
3083,,,,화전동,,,,,,,,,,,,,
3084,,,,화정1동,,,,,,,,,,,,,
3085,,,,화정2동,,,,,,,,,,,,,
3086,,,,화정3동,,,,,,,,,,,,,
3087,,,,화정4동,,,,,,,,,,,,,
3088,,,,화정동,,,,,,,,,,,,,
3089,,,,화정면,,,,,,,,,,,,,
3090,,,,화천읍,,,,,,,,,,,,,
3091,,,,화촌면,,,,,,,,,,,,,
3092,,,,화현면,,,,,,,,,,,,,
3093,,,,환여동,,,,,,,,,,,,,
3094,,,,활천동,,,,,,,,,,,,,
3095,,,,황간면,,,,,,,,,,,,,
3096,,,,황금1동,,,,,,,,,,,,,
3097,,,,황금2동,,,,,,,,,,,,,
3098,,,,황남동,,,,,,,,,,,,,
3099,,,,황등면,,,,,,,,,,,,,
3100,,,,황룡면,,,,,,,,,,,,,
3101,,,,황산면,,,,,,,,,,,,,
3102,,,,황성동,,,,,,,,,,,,,
3103,,,,황연동,,,,,,,,,,,,,
3104,,,,황오동,,,,,,,,,,,,,
3105,,,,황전면,,,,,,,,,,,,,
3106,,,,황지동,,,,,,,,,,,,,
3107,,,,황학동,,,,,,,,,,,,,
3108,,,,회기동,,,,,,,,,,,,,
3109,,,,회남면,,,,,,,,,,,,,
3110,,,,회덕동,,,,,,,,,,,,,
3111,,,,회성동,,,,,,,,,,,,,
3112,,,,회원1동,,,,,,,,,,,,,
3113,,,,회원2동,,,,,,,,,,,,,
3114,,,,회인면,,,,,,,,,,,,,
3115,,,,회진면,,,,,,,,,,,,,
3116,,,,회천1동,,,,,,,,,,,,,
3117,,,,회천2동,,,,,,,,,,,,,
3118,,,,회천3동,,,,,,,,,,,,,
3119,,,,회천4동,,,,,,,,,,,,,
3120,,,,회천면,,,,,,,,,,,,,
3121,,,,회현동,,,,,,,,,,,,,
3122,,,,회현면,,,,,,,,,,,,,
3123,,,,회화면,,,,,,,,,,,,,
3124,,,,횡성읍,,,,,,,,,,,,,
3125,,,,횡천면,,,,,,,,,,,,,
3126,,,,효곡동,,,,,,,,,,,,,
3127,,,,효덕동,,,,,,,,,,,,,
3128,,,,효돈동,,,,,,,,,,,,,
3129,,,,효동,,,,,,,,,,,,,
3130,,,,효령면,,,,,,,,,,,,,
3131,,,,효목1동,,,,,,,,,,,,,
3132,,,,효목2동,,,,,,,,,,,,,
3133,,,,효문동,,,,,,,,,,,,,
3134,,,,효성1동,,,,,,,,,,,,,
3135,,,,효성2동,,,,,,,,,,,,,
3136,,,,효자1동,,,,,,,,,,,,,
3137,,,,효자2동,,,,,,,,,,,,,
3138,,,,효자3동,,,,,,,,,,,,,
3139,,,,효자4동,,,,,,,,,,,,,
3140,,,,효자5동,,,,,,,,,,,,,
3141,,,,효자동,,,,,,,,,,,,,
3142,,,,효자면,,,,,,,,,,,,,
3143,,,,효창동,,,,,,,,,,,,,
3144,,,,후암동,,,,,,,,,,,,,
3145,,,,후평1동,,,,,,,,,,,,,
3146,,,,후평2동,,,,,,,,,,,,,
3147,,,,후평3동,,,,,,,,,,,,,
3148,,,,후포면,,,,,,,,,,,,,
3149,,,,휘경제1동,,,,,,,,,,,,,
3150,,,,휘경제2동,,,,,,,,,,,,,
3151,,,,휴천1동,,,,,,,,,,,,,
3152,,,,휴천2동,,,,,,,,,,,,,
3153,,,,휴천3동,,,,,,,,,,,,,
3154,,,,휴천면,,,,,,,,,,,,,
3155,,,,흑산면,,,,,,,,,,,,,
3156,,,,흑석동,,,,,,,,,,,,,
3157,,,,흥남동,,,,,,,,,,,,,
3158,,,,흥덕면,,,,,,,,,,,,,
3159,,,,흥도동,,,,,,,,,,,,,
3160,,,,흥선동,,,,,,,,,,,,,
3161,,,,흥업면,,,,,,,,,,,,,
3162,,,,흥천면,,,,,,,,,,,,,
3163,,,,흥해읍,,,,,,,,,,,,,
